FPR,TPR
0.0,0.0
0.0,0.0017889087656529517
0.0,0.008944543828264758
0.0006422607578676942,0.008944543828264758
0.0006422607578676942,0.01967799642218247
0.0012845215157353885,0.01967799642218247
0.0012845215157353885,0.04114490161001789
0.0019267822736030828,0.04114490161001789
0.0019267822736030828,0.04293381037567084
0.002569043031470777,0.04293381037567084
0.002569043031470777,0.05008944543828265
0.002569043031470777,0.05366726296958855
0.002569043031470777,0.0626118067978533
0.0038535645472061657,0.0626118067978533
0.0038535645472061657,0.06440071556350627
0.0038535645472061657,0.07155635062611806
0.0038535645472061657,0.07334525939177101
0.00449582530507386,0.07513416815742398
0.00449582530507386,0.07871198568872988
0.005138086062941554,0.08050089445438283
0.005138086062941554,0.08228980322003578
0.005138086062941554,0.08586762075134168
0.005138086062941554,0.11627906976744186
0.005780346820809248,0.11627906976744186
0.005780346820809248,0.13237924865831843
0.006422607578676943,0.13237924865831843
0.006422607578676943,0.1449016100178891
0.007064868336544637,0.1449016100178891
0.007064868336544637,0.1520572450805009
0.007707129094412331,0.1520572450805009
0.007707129094412331,0.1592128801431127
0.00899165061014772,0.1592128801431127
0.00899165061014772,0.16815742397137745
0.009633911368015413,0.16815742397137745
0.009633911368015413,0.17531305903398928
0.010276172125883108,0.17531305903398928
0.010276172125883108,0.17889087656529518
0.011560693641618497,0.17889087656529518
0.011560693641618497,0.18604651162790697
0.012202954399486191,0.18604651162790697
0.012202954399486191,0.18783542039355994
0.012845215157353885,0.18783542039355994
0.012845215157353885,0.18962432915921287
0.01348747591522158,0.18962432915921287
0.01348747591522158,0.19856887298747763
0.014129736673089274,0.19856887298747763
0.014129736673089274,0.2003577817531306
0.015414258188824663,0.2003577817531306
0.015414258188824663,0.20572450805008943
0.01605651894669236,0.20572450805008943
0.01605651894669236,0.2110912343470483
0.016698779704560053,0.2110912343470483
0.016698779704560053,0.21288014311270126
0.017341040462427744,0.21288014311270126
0.017341040462427744,0.22003577817531306
0.017341040462427744,0.22361359570661896
0.017341040462427744,0.22719141323792486
0.01798330122029544,0.22719141323792486
0.01798330122029544,0.23076923076923078
0.018625561978163133,0.23076923076923078
0.018625561978163133,0.23255813953488372
0.020552344251766216,0.23255813953488372
0.020552344251766216,0.23434704830053668
0.02119460500963391,0.23434704830053668
0.02119460500963391,0.23792486583184258
0.021836865767501604,0.23792486583184258
0.021836865767501604,0.23971377459749552
0.023121387283236993,0.23971377459749552
0.023121387283236993,0.24150268336314848
0.024405908798972382,0.24150268336314848
0.024405908798972382,0.2504472271914132
0.02569043031470777,0.2504472271914132
0.02569043031470777,0.2522361359570662
0.027617212588310854,0.2522361359570662
0.027617212588310854,0.25402504472271914
0.028259473346178548,0.25402504472271914
0.028259473346178548,0.25760286225402507
0.030828516377649325,0.25760286225402507
0.03147077713551702,0.259391771019678
0.03147077713551702,0.2629695885509839
0.033397559409120106,0.2629695885509839
0.033397559409120106,0.26475849731663686
0.035324341682723186,0.26475849731663686
0.03596660244059088,0.26654740608228983
0.037251123956326265,0.26654740608228983
0.037251123956326265,0.27191413237924866
0.03982016698779704,0.27191413237924866
0.03982016698779704,0.2772808586762075
0.04046242774566474,0.2772808586762075
0.04046242774566474,0.2808586762075134
0.04174694926140013,0.2808586762075134
0.04174694926140013,0.2844364937388193
0.04303147077713552,0.2844364937388193
0.04303147077713552,0.2880143112701252
0.04367373153500321,0.2880143112701252
0.04431599229287091,0.2898032200357782
0.04431599229287091,0.295169946332737
0.0449582530507386,0.295169946332737
0.0449582530507386,0.3148479427549195
0.046242774566473986,0.3148479427549195
0.046242774566473986,0.3363148479427549
0.046885035324341684,0.3363148479427549
0.046885035324341684,0.3416815742397138
0.047527296082209375,0.3416815742397138
0.047527296082209375,0.35062611806797855
0.04945407835581246,0.35062611806797855
